Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,84.529999,84.720001,83.669998,84.139999,69.996468,606800
2017-03-28,83.949997,84.410004,83.769997,84.199997,70.046379,440900
2017-03-29,84.000000,84.000000,83.360001,83.519997,69.480675,622100
2017-03-30,83.389999,83.620003,82.839996,83.279999,69.281029,402800
2017-03-31,83.230003,83.870003,83.000000,83.379997,69.364197,584800
2017-04-03,83.410004,83.540001,82.620003,83.510002,69.472382,497800
2017-04-04,83.300003,84.000000,83.099998,83.739998,69.663696,489400
2017-04-05,83.739998,84.150002,83.419998,84.019997,69.896637,756700
2017-04-06,83.739998,84.660004,83.379997,84.480003,70.279320,899600
2017-04-07,84.660004,85.010002,84.099998,84.260002,70.096291,1087800
2017-04-10,84.339996,84.910004,83.980003,84.779999,70.528893,690400
2017-04-11,84.360001,85.150002,84.180000,84.790001,70.537216,655500
2017-04-12,84.790001,85.500000,84.349998,85.370003,71.019699,886300
2017-04-13,85.389999,85.529999,84.279999,85.230003,70.903252,689600
2017-04-17,85.489998,85.800003,85.260002,85.739998,71.327507,801400
2017-04-18,85.809998,86.250000,85.699997,86.180000,71.693558,917700
2017-04-19,86.139999,86.250000,85.160004,85.610001,71.219368,870500
2017-04-20,85.610001,85.610001,84.519997,85.320000,70.978127,1489000
2017-04-21,85.269997,85.919998,85.269997,85.830002,71.402382,937100
2017-04-24,85.860001,86.209999,85.190002,86.180000,71.693558,882800
2017-04-25,85.839996,86.410004,85.389999,86.360001,71.843307,980500
2017-04-26,86.160004,86.629997,85.910004,86.250000,71.751778,717900
2017-04-27,85.370003,86.349998,85.370003,86.099998,72.175102,685500
2017-04-28,85.910004,86.059998,84.720001,85.089996,71.328484,1284800
2017-05-01,85.110001,85.199997,83.809998,84.059998,70.465057,1214000
2017-05-02,84.970001,84.989998,84.029999,84.699997,71.001541,666000
2017-05-03,84.389999,84.830002,83.949997,84.360001,70.716522,965000
2017-05-04,84.110001,84.580002,83.839996,84.449997,70.791954,728900
2017-05-05,84.849998,85.349998,84.449997,84.870003,71.144043,771500
2017-05-08,84.989998,85.089996,84.190002,84.910004,71.177567,514700
2017-05-09,84.790001,84.790001,83.959999,84.139999,70.532097,570300
2017-05-10,84.110001,84.360001,83.769997,84.190002,70.574020,665200
2017-05-11,84.050003,84.290001,83.629997,84.290001,70.657845,663000
2017-05-12,84.419998,84.839996,84.349998,84.760002,71.051834,691700
2017-05-15,84.620003,85.279999,84.459999,84.519997,70.850647,867400
