Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,110.699997,112.300003,110.330002,111.940002,108.862282,2724200
2017-03-28,111.809998,112.750000,111.470001,112.470001,109.377701,2986100
2017-03-29,112.029999,112.330002,111.519997,112.059998,108.978951,1783800
2017-03-30,112.000000,112.699997,111.570000,112.669998,109.572174,2029400
2017-03-31,112.620003,113.180000,112.440002,112.470001,109.377701,2507700
2017-04-03,112.699997,112.970001,111.360001,112.239998,109.154015,3170100
2017-04-04,112.230003,112.849998,111.900002,112.089996,109.008133,2169700
2017-04-05,112.250000,113.180000,111.900002,112.070000,109.203026,2486600
2017-04-06,112.070000,112.610001,111.709999,112.430000,109.553818,2238500
2017-04-07,112.180000,112.750000,111.839996,112.239998,109.368668,1995100
2017-04-10,112.290001,113.070000,112.290001,112.320000,109.446632,1862800
2017-04-11,111.900002,112.570000,111.470001,112.110001,109.241989,2045800
2017-04-12,111.650002,112.300003,111.349998,111.470001,108.618378,2651200
2017-04-13,111.230003,112.190002,111.010002,111.220001,108.374786,2690300
2017-04-17,111.769997,112.739998,111.529999,112.669998,109.787659,1731200
2017-04-18,112.489998,113.169998,112.099998,112.519997,109.641518,2141000
2017-04-19,112.489998,113.160004,112.110001,112.290001,109.417404,2242400
2017-04-20,112.900002,114.900002,112.669998,114.589996,111.658531,3459600
2017-04-21,114.800003,115.610001,114.010002,114.269997,111.346741,4067400
2017-04-24,115.800003,115.989998,115.000000,115.699997,112.740158,3207800
2017-04-25,116.349998,116.480003,115.889999,116.129997,113.159142,2873700
2017-04-26,116.050003,116.559998,115.949997,116.169998,113.198135,2202700
2017-04-27,116.510002,117.309998,116.120003,117.099998,114.104332,3350800
2017-04-28,116.790001,117.370003,116.070000,116.320000,113.344299,3536000
2017-05-01,116.540001,117.290001,116.220001,116.370003,113.393021,3556600
2017-05-02,117.830002,119.709999,117.650002,118.120003,115.098251,6802600
2017-05-03,118.169998,118.529999,116.550003,117.330002,114.328461,3640900
2017-05-04,117.550003,118.080002,116.900002,117.919998,114.903366,2560400
2017-05-05,118.269997,118.379997,117.199997,117.500000,114.494118,2335900
2017-05-08,117.709999,117.709999,116.389999,116.610001,113.626892,2562400
2017-05-09,116.629997,116.910004,116.040001,116.410004,113.431999,2350700
2017-05-10,116.110001,116.769997,116.010002,116.650002,113.665871,1812500
2017-05-11,116.580002,116.879997,115.779999,116.529999,113.548927,2239000
2017-05-12,116.330002,117.220001,116.150002,117.129997,114.133568,3195200
2017-05-15,117.360001,118.559998,117.089996,118.209999,115.185944,2998200
2017-05-16,118.260002,118.570000,117.699997,118.489998,115.458778,2375700
2017-05-17,117.290001,117.910004,116.650002,116.800003,113.812012,4195000
2017-05-18,115.930000,116.650002,115.550003,116.239998,113.266350,5088400
2017-05-19,116.919998,117.889999,116.510002,117.580002,114.572075,4360500
2017-05-22,117.800003,119.099998,117.580002,119.000000,115.955750,2578200
2017-05-23,119.040001,119.930000,118.970001,119.599998,116.540390,2857100
2017-05-24,119.599998,120.720001,119.529999,120.699997,117.612236,2509000
