Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,89.125153,92.028625,88.698174,91.117729,76.079208,5839441
2017-03-28,90.904236,93.110306,90.406097,92.512535,77.243797,5968791
2017-03-29,91.487778,92.071320,91.174660,91.687035,77.713799,2717897
2017-03-30,91.630104,91.900528,91.075027,91.345451,77.424263,3253354
2017-03-31,91.046562,91.174660,90.406097,90.434563,76.652191,4663979
2017-04-03,90.477257,90.776146,88.669708,89.751389,76.073135,3936007
2017-04-04,89.751389,90.021812,89.068222,89.950645,76.242050,3573883
2017-04-05,90.349167,91.701271,90.178368,90.406097,76.628067,4435350
2017-04-06,90.377632,91.089264,90.178368,90.534187,76.736641,2679323
2017-04-07,90.278000,90.477257,89.808319,89.936417,76.229973,1899570
2017-04-10,89.893715,90.292236,89.708694,90.050278,76.326477,2798837
2017-04-11,89.737160,89.851021,88.755104,88.940125,75.385513,3445025
2017-04-12,89.295944,89.295944,87.943840,88.128860,74.697899,3470038
2017-04-13,87.815742,87.829979,86.862152,86.904854,73.660416,3918723
2017-04-17,87.032944,87.901138,86.634430,87.858444,74.468689,3392821
2017-04-18,87.673416,88.071930,86.990250,87.502625,74.167091,3111989
2017-04-19,87.929604,88.143097,87.274902,87.602257,74.251549,3311881
2017-04-20,88.029236,88.954361,87.516853,88.157326,74.722008,3574586
2017-04-21,88.100395,88.698174,87.815742,88.470451,74.987404,4100558
2017-04-24,89.139381,89.936417,89.110916,89.409805,75.783623,3466455
2017-04-25,91.060799,92.384438,90.818840,92.242111,78.184273,5436355
2017-04-26,91.815132,92.341743,91.331223,91.558945,77.605202,3301904
2017-04-27,91.131966,91.388153,89.680229,89.936417,76.229973,4896893
2017-04-28,89.907951,90.505722,88.797798,89.381340,75.759483,3339142
2017-05-01,89.893715,89.922180,88.968590,88.982826,75.421715,3337315
2017-05-02,89.424042,89.665993,88.683937,88.982826,75.421715,4051305
2017-05-03,88.584312,88.883194,87.132576,87.829979,74.444557,6049240
2017-05-04,88.086166,88.171562,87.146805,87.417229,74.094711,5456309
2017-05-05,87.787277,89.979111,87.545319,89.794090,76.109329,7160343
2017-05-08,89.438271,89.580597,88.498917,88.769333,75.240753,3495964
2017-05-09,88.740868,89.310181,87.872673,88.000771,74.589317,2755065
2017-05-10,88.214256,88.413521,87.445694,87.829979,74.444557,3032032
2017-05-11,87.986534,88.342354,86.250145,88.043465,74.625496,4924365
2017-05-12,87.943840,88.356583,87.701881,88.299652,74.842644,2147871
2017-05-15,88.726639,89.609062,88.584312,88.812035,75.276947,2420413
2017-05-16,88.997055,89.281708,88.484680,88.669708,75.156311,2552573
2017-05-17,88.669708,88.669708,85.581207,85.680840,72.622955,5161074
2017-05-18,85.154228,86.620193,84.385666,86.221680,73.081360,3577396
2017-05-19,86.292847,88.143097,86.235916,87.232201,73.937897,5603576
2017-05-22,87.972305,88.100395,86.748291,86.790993,73.563919,3595453
2017-05-23,87.061409,87.445694,86.449402,86.506332,73.322647,3733164
2017-05-24,86.776756,88.100395,86.734055,87.459923,74.130898,3846284
2017-05-25,87.844208,88.071930,85.951263,86.321312,73.165810,3167425
2017-05-26,86.050888,87.047180,86.022423,86.904854,73.660416,2194595
2017-05-30,86.477867,86.961784,86.264381,86.662895,73.455345,2786752
2017-05-31,86.805222,88.214256,86.193214,88.185791,74.746140,7733601
2017-06-01,88.185791,89.466736,88.071930,89.324409,75.711220,4110184
2017-06-02,89.623299,90.278000,89.381340,89.737160,76.061081,3267968
2017-06-05,89.665993,90.149902,89.452507,89.964882,76.254097,3897083
2017-06-06,89.665993,91.174660,89.466736,90.704979,76.881401,4406052
2017-06-07,91.003868,91.231590,90.007576,91.060799,77.182991,4496126
2017-06-08,91.060799,91.416618,90.491493,91.046562,77.170921,3820639
2017-06-09,91.188896,92.370209,91.075027,92.142487,78.099838,5874572
2017-06-12,92.142487,92.142487,90.704979,91.103500,77.219177,3849938
2017-06-13,91.032333,92.953751,91.032333,92.882584,78.727135,3817969
2017-06-14,92.996445,93.110306,91.373917,91.843597,77.846481,3693467
2017-06-15,91.217361,91.800896,89.922180,91.231590,77.327744,5114561
2017-06-16,92.014389,92.156715,90.861542,91.644341,77.677605,6640062
2017-06-19,92.028625,93.181473,92.028625,92.825653,78.678894,3064704
2017-06-20,92.740257,93.053375,92.156715,92.654861,78.534134,5162198
2017-06-21,92.654861,92.782951,90.420326,90.633820,76.821091,4206160
2017-06-22,90.690750,91.274292,90.477257,90.847305,77.002052,3362188
2017-06-23,90.861542,91.089264,90.078743,90.334930,76.567749,5044581
2017-06-26,90.434563,91.032333,90.092972,90.477257,76.688385,3224125
2017-06-27,90.605354,90.719215,89.651764,89.794090,76.109329,3700142
2017-06-28,90.263763,90.463028,89.751389,90.021812,77.493301,3594399
2017-06-29,90.064507,90.989632,88.954361,89.253242,76.831696,3116697
2017-06-30,89.495201,90.292236,89.096687,89.765625,77.272789,4713161
2017-07-03,90.263763,91.430847,90.107208,91.003868,78.338669,2117729
2017-07-05,91.089264,91.231590,89.722923,90.263763,77.701584,2706444
2017-07-06,90.064507,91.018097,89.438271,90.463028,77.873123,2366733
2017-07-07,90.534187,91.060799,90.036041,90.932701,78.277420,2315443
2017-07-10,90.932701,92.284813,90.434563,91.829361,79.049294,2526506
2017-07-11,91.914757,91.957458,90.975403,91.872063,79.086052,2317129
2017-07-12,92.384438,94.533577,92.114021,94.334320,81.205627,4802252
2017-07-13,94.320084,94.618973,93.153008,93.380730,80.384750,3406733
2017-07-14,93.565750,94.533577,93.266869,94.277390,81.156624,2207382
2017-07-17,94.291618,94.590508,93.750778,94.106598,81.009613,2050419
2017-07-18,93.907341,94.135063,93.352264,93.579987,80.556267,1711692
2017-07-19,93.836174,95.060188,93.722313,95.031723,81.805984,2230638
2017-07-20,95.031723,95.202515,94.305855,94.490875,81.340393,3054797
2017-07-21,94.362785,94.704369,94.021202,94.135063,81.034111,2157005
