Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,63.119999,63.599998,62.849998,63.509998,58.231773,4936600
2017-03-28,63.980000,64.730003,63.509998,64.470001,59.112003,3824100
2017-03-29,64.400002,64.690002,63.740002,64.050003,58.726898,2714600
2017-03-30,63.889999,64.269997,63.779999,64.019997,58.699387,3254100
2017-03-31,64.019997,64.370003,63.900002,63.900002,58.589367,2410400
2017-04-03,63.740002,63.990002,63.180000,63.549999,58.268448,3206000
2017-04-04,63.470001,64.099998,63.310001,63.840000,58.534348,2961800
2017-04-05,64.080002,64.900002,63.849998,63.869999,58.561859,4807500
2017-04-06,64.169998,64.769997,64.000000,64.550003,59.185349,4245400
2017-04-07,64.430000,64.790001,64.250000,64.279999,58.937782,2984200
2017-04-10,64.239998,64.610001,64.089996,64.129997,58.800251,2363900
2017-04-11,63.869999,64.220001,63.540001,64.150002,59.095032,2116000
2017-04-12,64.190002,64.250000,63.919998,64.029999,58.984497,1485000
2017-04-13,64.029999,64.110001,63.750000,63.790001,58.763405,1965900
2017-04-17,63.900002,64.180000,63.840000,63.889999,58.855526,1617000
2017-04-18,63.790001,64.110001,63.730000,63.959999,58.920006,1598400
2017-04-19,64.209999,64.849998,64.129997,64.540001,59.454311,3016100
2017-04-20,64.699997,65.230003,64.660004,65.040001,59.914906,2448100
2017-04-21,65.019997,65.120003,64.550003,64.820000,59.712234,2595700
2017-04-24,65.220001,66.000000,65.169998,65.720001,60.541332,2525500
2017-04-25,65.800003,66.489998,65.720001,65.980003,60.780842,3411300
2017-04-26,66.029999,66.290001,65.800003,65.879997,60.688709,1684300
2017-04-27,66.199997,66.690002,65.940002,66.010002,60.808468,2485100
2017-04-28,65.820000,65.930000,65.360001,65.750000,60.568954,2318300
2017-05-01,65.720001,66.010002,65.589996,65.750000,60.568954,2235300
2017-05-02,65.959999,66.339996,65.750000,66.339996,61.112465,3240600
2017-05-03,67.169998,68.809998,66.919998,68.250000,62.871967,4843000
2017-05-04,68.029999,69.000000,67.910004,68.980003,63.544445,3752200
2017-05-05,69.000000,69.400002,68.690002,69.300003,63.839230,2930200
2017-05-08,69.029999,69.430000,69.000000,69.139999,63.691814,2930200
2017-05-09,69.180000,69.339996,68.730003,68.760002,63.341774,2445100
2017-05-10,68.620003,69.190002,68.620003,68.879997,63.452301,2022300
2017-05-11,69.370003,69.419998,68.470001,69.129997,63.682636,3009200
2017-05-12,69.099998,69.349998,68.860001,68.900002,63.470745,1482300
2017-05-15,68.900002,69.330002,68.739998,69.220001,63.765511,1619900
2017-05-16,69.550003,69.769997,69.300003,69.349998,63.885273,2440300
2017-05-17,69.349998,69.379997,68.790001,69.160004,63.710258,1798500
2017-05-18,69.150002,69.430000,68.910004,69.099998,63.654976,3139300
2017-05-19,69.379997,70.449997,69.150002,70.070000,64.548546,4898100
2017-05-22,70.250000,71.129997,70.000000,71.010002,65.414467,2485700
2017-05-23,71.070000,71.120003,70.730003,70.919998,65.331573,2044500
2017-05-24,70.959999,72.150002,70.800003,71.949997,66.280411,1996800
2017-05-25,72.160004,72.339996,71.910004,72.129997,66.446228,1354800
2017-05-26,72.129997,72.519997,71.970001,72.089996,66.409363,1337000
2017-05-30,72.129997,72.459999,71.959999,72.410004,66.704185,3450900
2017-05-31,72.459999,72.750000,72.389999,72.639999,66.916031,1689200
2017-06-01,72.639999,73.830002,72.559998,73.830002,68.012260,2266100
2017-06-02,73.769997,74.279999,73.620003,73.989998,68.159645,1802100
2017-06-05,73.980003,74.459999,73.889999,74.199997,68.353104,2561700
2017-06-06,74.129997,74.459999,73.849998,74.320000,68.463631,2155100
2017-06-07,74.500000,74.500000,73.870003,74.260002,68.408386,1723500
2017-06-08,74.260002,74.410004,73.629997,73.970001,68.141235,3343100
2017-06-09,73.900002,74.360001,72.879997,73.099998,67.339783,2042900
2017-06-12,72.980003,73.169998,70.900002,71.910004,66.243538,3710600
2017-06-13,72.050003,72.849998,71.800003,72.669998,66.943687,2010100
2017-06-14,73.059998,73.150002,72.580002,73.040001,67.284531,1576700
2017-06-15,72.669998,72.690002,72.260002,72.610001,66.888390,1250800
2017-06-16,72.660004,73.010002,72.440002,72.779999,67.045013,2130000
2017-06-19,72.910004,74.040001,72.830002,73.930000,68.104393,2198200
2017-06-20,73.889999,74.250000,73.580002,73.910004,68.085960,2828600
2017-06-21,74.000000,74.650002,73.860001,74.400002,68.537354,2552800
2017-06-22,74.440002,74.820000,74.059998,74.540001,68.666321,1587200
2017-06-23,74.830002,75.349998,74.680000,74.820000,68.924263,2446300
2017-06-26,75.019997,75.449997,74.639999,74.739998,68.850555,1001900
2017-06-27,74.709999,74.970001,73.889999,73.970001,68.141235,1399000
2017-06-28,74.400002,74.470001,74.080002,74.150002,68.307045,1181300
2017-06-29,74.139999,74.139999,73.000000,73.449997,67.662193,1270900
2017-06-30,73.540001,74.150002,73.540001,73.760002,67.947777,1727000
2017-07-03,73.599998,74.040001,73.339996,73.349998,67.570061,2692200
2017-07-05,73.330002,73.410004,72.480003,73.080002,67.321358,3148000
2017-07-06,72.800003,72.820000,72.379997,72.650002,66.925240,2339000
2017-07-07,72.769997,73.750000,72.709999,73.489998,67.699051,2150100
2017-07-10,73.470001,73.629997,73.160004,73.540001,67.745117,2446400
2017-07-11,73.570000,74.410004,73.480003,73.970001,68.141235,3091800
2017-07-12,73.889999,74.330002,73.870003,74.099998,68.538956,1481100
2017-07-13,74.120003,74.120003,72.919998,73.419998,67.909981,1462500
2017-07-14,73.419998,73.750000,73.400002,73.599998,68.076485,1376200
2017-07-17,73.489998,73.809998,73.250000,73.570000,68.048729,1029400
2017-07-18,73.519997,73.779999,73.050003,73.760002,68.224464,1305900
2017-07-19,73.900002,74.250000,73.790001,74.150002,68.585213,1334100
2017-07-20,74.300003,74.800003,74.129997,74.620003,69.019943,1963000
2017-07-21,74.300003,75.180000,74.300003,74.739998,69.130928,1363400
