Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,165.095596,166.500961,164.521988,166.128113,130.279388,3408914
2017-03-28,166.290634,167.304016,165.391968,166.835571,130.834167,3685999
2017-03-29,166.634796,166.816437,165.831741,166.290634,130.406815,3227538
2017-03-30,166.214142,166.912048,166.051620,166.214142,130.346848,3314042
2017-03-31,166.328873,167.256210,166.051620,166.481842,130.556793,3047730
2017-04-03,166.175903,167.179733,165.755264,166.826004,130.826675,4483679
2017-04-04,165.889099,167.265778,165.640533,166.845123,130.841690,3251909
2017-04-05,167.017212,168.575531,165.210327,165.277252,129.612137,6525889
2017-04-06,165.841293,165.841293,164.674957,164.866150,129.289734,3593428
2017-04-07,164.512421,165.325043,163.747604,164.569794,129.057358,3753362
2017-04-10,164.942642,164.971313,163.479919,163.671127,128.352585,3964235
2017-04-11,163.145309,163.699814,161.548752,163.078400,127.887756,5116927
2017-04-12,163.518158,163.671127,162.543015,163.154877,127.947708,3427637
2017-04-13,162.447418,163.824097,162.074570,162.074570,127.100601,3352953
2017-04-17,162.284897,163.766724,162.160614,163.575531,128.277603,3891329
2017-04-18,163.279160,164.139572,162.361374,162.571701,127.490410,6637393
2017-04-19,154.646271,155.487579,152.581268,154.579346,121.222710,20171378
2017-04-20,154.225616,155.258133,153.441681,155.162521,121.680054,6785193
2017-04-21,154.923523,154.980881,153.326965,153.326965,120.240585,5865759
2017-04-24,154.196945,154.464630,153.365204,153.680695,120.517998,5565348
2017-04-25,154.665390,154.913956,153.326965,153.336517,120.248070,5083978
2017-04-26,153.470367,154.015289,152.858505,153.021027,120.000648,4526879
2017-04-27,153.240921,153.422562,152.609940,153.269592,120.195610,4312240
2017-04-28,153.441681,153.527725,152.676865,153.240921,120.173119,4345189
2017-05-01,153.011475,153.365204,151.720840,151.854691,119.086006,5162324
2017-05-02,152.428299,152.476105,151.663483,152.103256,119.280968,3355777
2017-05-03,151.759079,152.437866,151.548752,151.653915,118.928551,4176992
2017-05-04,151.902481,152.141495,151.395798,152.055450,119.243454,4477508
2017-05-05,146.768646,148.929260,146.271515,148.231354,116.244553,13097280
2017-05-08,146.080307,146.720840,145.506699,146.300186,115.902985,7836632
2017-05-09,145.889099,146.367111,144.894836,145.420654,115.206215,7168238
2017-05-10,144.980881,145.669220,144.483749,144.598465,114.554832,5229895
2017-05-11,144.407272,144.502869,143.202682,144.024857,114.100388,5886783
2017-05-12,143.690247,144.608032,143.403442,143.757172,113.888306,3886204
2017-05-15,143.996170,145.152969,143.833649,144.847031,114.751762,4440793
2017-05-16,144.990433,147.217972,144.990433,146.921600,116.395294,5767330
2017-05-17,146.558319,147.361374,144.254303,144.292542,114.312469,5430309
2017-05-18,144.225616,144.674957,143.508606,144.149139,114.198868,3424813
2017-05-19,144.369019,145.755264,144.254303,145.296371,115.107697,5902578
2017-05-22,145.411087,146.118546,144.933075,145.927338,115.607605,3453997
2017-05-23,145.860428,146.921600,145.238998,145.344162,115.145599,2682467
2017-05-24,145.516251,146.042068,144.579346,145.803055,115.509140,3904090
2017-05-25,146.510513,146.969406,146.223709,146.462708,116.031754,2701504
2017-05-26,146.128113,146.271515,145.372849,145.783936,115.493988,2555692
2017-05-30,145.267685,145.956024,144.923523,145.057358,114.918373,3834636
2017-05-31,145.344162,146.080307,144.980881,145.917786,115.600021,3706396
2017-06-01,146.080307,146.147232,144.961761,145.956024,115.630333,3052333
2017-06-02,146.338425,146.462708,145.124283,145.363297,115.160721,3750642
2017-06-05,145.143402,146.204590,145.009567,145.707458,115.433403,4157955
2017-06-06,145.315491,146.166351,145.315491,145.669220,115.403137,3971871
2017-06-07,146.319305,147.418732,144.168259,144.340347,114.350349,5089522
2017-06-08,144.359467,146.099426,144.282990,145.411087,115.198608,3879614
2017-06-09,145.315491,147.476105,145.200760,147.323135,116.713402,4562129
2017-06-12,147.409180,150.286804,147.246658,148.355637,117.531372,6769189
2017-06-13,148.604202,148.642441,147.370941,147.466537,116.826988,3685581
2017-06-14,147.198853,148.126190,146.214142,147.045883,116.493744,3189359
2017-06-15,146.548752,147.887192,146.548752,147.437866,116.804291,4868398
2017-06-16,147.447418,148.585083,146.242828,148.546844,117.682846,7052132
2017-06-19,148.671127,149.005737,147.743790,148.030594,117.273849,4842457
2017-06-20,147.686417,148.556412,147.466537,148.135757,117.357155,4687858
2017-06-21,148.938812,148.938812,146.644363,147.026764,116.478577,4141846
2017-06-22,147.753342,148.173996,146.931168,147.609940,116.940613,2485819
2017-06-23,147.552582,147.877625,147.036331,147.332703,116.720963,3433181
2017-06-26,147.906311,148.900574,147.829834,148.403442,117.569229,2252561
2017-06-27,148.183563,148.508606,147.705551,147.944550,117.205673,2496279
2017-06-28,148.326965,148.709366,147.973236,148.489487,117.637398,2323166
2017-06-29,148.518158,148.891006,146.864243,147.351822,116.736115,3412261
2017-06-30,147.495224,147.705551,146.405350,147.065002,116.508888,3735789
2017-07-03,146.826004,149.168259,146.768646,148.738052,117.834320,2952335
2017-07-05,148.919693,149.034424,146.873810,146.912048,116.387711,3728362
2017-07-06,146.615677,147.065002,145.535370,145.659653,115.395538,2884345
2017-07-07,145.908218,146.739960,145.449326,146.214142,115.834808,2573265
2017-07-10,146.185471,147.122375,145.917786,146.673035,116.198357,3353685
2017-07-11,146.520081,146.892929,145.363297,146.453156,116.024155,3606085
2017-07-12,146.730408,147.456985,146.319305,146.940720,116.410439,3240403
2017-07-13,146.940720,147.409180,146.453156,146.873810,116.357414,2590001
2017-07-14,147.237091,147.820267,146.653915,147.456985,116.819420,3406194
2017-07-17,146.835571,147.112808,145.544937,146.281067,115.887833,4981680
2017-07-18,145.659653,147.504776,145.315491,147.227539,116.637650,7914873
2017-07-19,143.422562,143.642441,140.258133,141.042068,111.737366,14951106
2017-07-20,141.042068,142.284897,140.564056,141.166351,111.835838,7543961
2017-07-21,141.099426,141.367111,140.066925,140.611862,111.396523,6808937
2017-07-24,140.535370,140.573608,139.388138,139.569794,110.570976,4055970
2017-07-25,140.124283,141.003830,139.608032,139.761002,110.722443,4402509
2017-07-26,139.837479,140.019119,138.116638,138.967499,110.093819,4113290
2017-07-27,138.623322,139.005737,137.323135,138.690247,109.874184,6726617
2017-07-28,138.441681,138.661575,137.514343,137.944550,109.283432,3195321
2017-07-31,138.030594,138.556412,137.829834,138.307846,109.571236,4556062
2017-08-01,138.623322,139.263855,138.355637,138.910141,110.048370,3367597
2017-08-02,138.738052,138.900574,137.877625,138.097519,109.404602,3703781
2017-08-03,138.078400,138.948380,138.078400,138.565964,109.775726,3175028
2017-08-04,138.623322,138.996170,138.049713,138.776291,109.942352,2666672
2017-08-07,138.623322,138.709366,136.472275,137.160614,108.662369,4830742
2017-08-08,135.755264,136.481842,135.755264,135.860428,108.822395,3450440
2017-08-09,135.516251,135.783936,134.980881,135.535370,108.562050,3060387
2017-08-10,135.411087,136.156784,135.019119,135.602295,108.615646,4733568
2017-08-11,136.185471,136.319305,135.296371,135.602295,108.615646,3142184
2017-08-14,135.755264,136.481842,135.697891,136.061188,108.983215,2352036
2017-08-15,136.281067,137.036331,134.397705,135.822174,108.791756,4896849
2017-08-16,135.554489,136.625244,135.382416,136.233276,109.121048,3439039
2017-08-17,136.252396,136.606125,134.512421,134.512421,107.742676,4625517
2017-08-18,134.674957,134.942642,133.441681,133.556412,106.976929,4343724
2017-08-21,133.451248,134.244736,133.011475,134.158707,107.459351,3337472
2017-08-22,134.455063,134.942642,134.206497,134.808792,107.980080,2661442
2017-08-23,134.512421,136.759079,134.493301,135.889099,108.845390,4234522
2017-08-24,136.233276,137.361374,135.994263,136.653915,109.457985,3757441
2017-08-25,136.998093,137.848953,136.950287,137.418732,110.070580,3005053
2017-08-28,137.772461,138.202682,136.128113,136.242828,109.128708,5319956
2017-08-29,135.850861,137.122375,135.659653,136.845123,109.611153,3147937
2017-08-30,136.959854,136.978973,136.147232,136.290634,109.167015,2861856
2017-08-31,136.730408,137.342255,136.357559,136.739960,109.526901,3824594
2017-09-01,136.692154,138.145309,136.692154,137.743790,110.330956,3505878
2017-09-05,137.189301,138.011475,136.424469,136.749527,109.534546,3239985
2017-09-06,137.552582,138.116638,137.189301,137.495224,110.131851,3423872
2017-09-07,137.762909,138.279160,136.147232,136.615677,109.427338,4380857
2017-09-08,136.854691,136.854691,135.411087,136.185471,109.082764,3521045
2017-09-11,137.227539,138.747604,136.720840,138.489487,110.928261,4825616
2017-09-12,138.728485,139.933075,138.154877,139.349899,111.617439,5479053
2017-09-13,138.957932,139.856598,138.948380,139.569794,111.793571,4289646
2017-09-14,139.445511,139.942642,139.110901,139.139572,111.448952,3929717
2017-09-15,138.451248,138.785858,137.743790,138.451248,110.897629,7737471
2017-09-18,138.441681,139.082214,137.925430,138.193115,110.690865,3158397
2017-09-19,138.422562,138.604202,137.877625,138.040146,110.568329,3623762
2017-09-20,138.556412,139.464630,138.068832,139.464630,111.709312,5698085
2017-09-21,139.244736,139.474182,138.718933,138.871887,111.234550,2673158
2017-09-22,139.187378,139.187378,138.231354,138.747604,111.134995,2920746
2017-09-25,138.738052,139.608032,138.537292,139.455063,111.701668,5452903
2017-09-26,139.923523,140.936905,139.521988,140.114716,112.230019,4695076
2017-09-27,140.229446,140.439774,138.652008,139.254303,111.540848,3663824
2017-09-28,139.254303,139.445511,137.868073,139.254303,111.540848,2902441
2017-09-29,139.053543,139.282990,138.546844,138.699814,111.096733,2776816
2017-10-02,138.957932,140.411087,138.824097,140.210327,112.306648,3109967
2017-10-03,140.238998,140.726578,139.904404,140.325043,112.398521,2408624
2017-10-04,140.535370,140.554489,139.684509,140.038239,112.168785,2347642
2017-10-05,140.229446,141.051620,140.038239,140.267685,112.352562,2810079
2017-10-06,140.191208,140.391968,139.885284,140.038239,112.168785,2743867
2017-10-09,140.057358,141.290634,139.913956,140.908218,112.865623,2806000
2017-10-10,141.214142,142.399612,141.156784,141.969406,113.715645,4218100
2017-10-11,141.873810,141.940720,140.803055,141.128113,113.041763,3872501
2017-10-12,141.070740,141.386230,140.315491,140.564056,112.589973,3414458
2017-10-13,140.994263,141.347992,140.478012,140.630981,112.643555,2621904
2017-10-16,140.745697,141.175903,140.066925,140.372849,112.436798,3192497
2017-10-17,140.181641,140.650101,139.751434,140.095596,112.214706,6665530
2017-10-18,150.210327,154.139572,150.047806,152.514343,122.162003,31892749
