Date,Open,High,Low,Close,Adj Close,Volume
2017-03-27,186.080002,187.050003,184.559998,184.860001,156.564011,471600
2017-03-28,184.869995,185.669998,182.869995,185.059998,156.733368,586200
2017-03-29,183.169998,184.570007,182.419998,183.479996,156.596817,708200
2017-03-30,182.990005,183.720001,181.169998,183.320007,156.460281,424300
2017-03-31,182.539993,184.750000,182.500000,183.600006,156.699234,659400
2017-04-03,183.619995,184.000000,182.009995,183.529999,156.639511,395800
2017-04-04,183.490005,185.500000,182.839996,184.199997,157.211334,493700
2017-04-05,183.940002,185.869995,182.990005,185.360001,158.201385,538800
2017-04-06,185.130005,186.369995,184.440002,185.830002,158.602493,518900
2017-04-07,185.830002,186.669998,184.639999,184.770004,157.697830,814100
2017-04-10,184.880005,187.309998,184.649994,186.770004,159.404770,391600
2017-04-11,186.789993,188.139999,186.460007,187.250000,159.814438,418000
2017-04-12,186.449997,188.610001,186.300003,187.429993,159.968033,659700
2017-04-13,187.380005,187.559998,186.119995,186.479996,159.157242,449100
2017-04-17,187.179993,188.809998,186.050003,188.809998,161.145874,582000
2017-04-18,188.520004,189.830002,188.279999,188.639999,161.000778,553600
2017-04-19,187.990005,188.839996,187.130005,188.029999,160.480179,814700
2017-04-20,188.119995,188.130005,186.380005,187.039993,159.635223,565300
2017-04-21,186.669998,187.669998,186.470001,186.720001,159.362122,443700
2017-04-24,187.830002,188.169998,183.350006,186.309998,159.012192,764100
2017-04-25,186.869995,189.369995,186.089996,189.279999,161.547028,702300
2017-04-26,188.949997,190.960007,187.589996,188.679993,161.034927,757500
2017-04-27,188.679993,189.380005,185.589996,188.229996,160.650848,617200
2017-04-28,188.139999,189.929993,187.110001,189.839996,162.024963,706300
2017-05-01,190.690002,192.089996,189.250000,191.020004,163.032089,625200
2017-05-02,191.160004,192.429993,190.479996,191.199997,163.185715,685800
2017-05-03,192.039993,192.039993,188.250000,189.080002,161.376312,748000
2017-05-04,188.740005,191.429993,187.029999,191.029999,163.040604,782000
2017-05-05,191.339996,192.889999,189.679993,192.750000,164.508591,862400
2017-05-08,193.000000,193.279999,190.759995,191.860001,163.749008,689000
2017-05-09,191.740005,192.300003,190.300003,192.130005,163.979462,563000
2017-05-10,192.139999,193.509995,191.600006,192.259995,164.090378,538100
2017-05-11,191.089996,192.449997,189.960007,191.820007,163.714828,395200
2017-05-12,192.100006,192.940002,191.570007,192.039993,163.902618,445200
2017-05-15,191.789993,193.020004,191.130005,192.309998,164.133102,524000
2017-05-16,192.490005,193.470001,191.130005,192.100006,163.953842,655900
2017-05-17,190.070007,193.169998,188.690002,190.990005,163.006470,805500
